participant_idx,auditory_localization,visualcue_localization
8,left,normal
8,right,right
8,right,left
8,left,right
8,left,left
8,right,right
8,right,normal
8,left,left
8,left,normal
8,left,normal
8,left,left
8,right,normal
8,right,right
8,right,normal
8,right,normal
8,right,left
8,right,right
8,right,left
8,right,left
8,right,left
8,right,normal
8,right,left
8,right,left
8,left,normal
8,right,left
8,right,left
8,right,left
8,left,normal
8,right,right
8,left,normal
8,right,left
8,left,right
8,left,normal
8,left,right
8,right,normal
8,left,normal
8,left,normal
8,left,normal
8,right,normal
8,left,right
8,left,right
8,left,left
8,left,left
8,right,left
8,left,right
8,left,left
8,left,normal
8,left,left
8,left,left
8,right,right
8,right,right
8,right,left
8,left,right
8,left,right
8,left,normal
8,right,right
8,left,normal
8,left,normal
8,right,right
8,right,right
8,left,normal
8,left,left
8,right,normal
8,left,left
8,left,normal
8,left,right
8,left,normal
8,right,left
8,left,normal
8,left,left
8,left,left
8,right,left
8,left,right
8,left,left
8,right,normal
8,left,left
8,left,left
8,right,right
8,left,right
8,right,left
8,right,normal
8,left,left
8,right,left
8,right,right
8,left,normal
8,right,normal
8,right,normal
8,left,normal
8,right,normal
8,left,normal
8,right,right
8,right,left
8,right,left
8,right,left
8,right,normal
8,right,normal
8,right,normal
8,right,right
8,right,right
8,left,left
8,right,normal
8,left,left
8,left,right
8,right,normal
8,left,left
8,left,left
8,right,left
8,right,normal
8,left,normal
8,left,normal
8,left,right
8,right,left
8,left,normal
8,left,right
8,right,normal
8,left,right
8,right,left
8,left,normal
8,left,right
8,left,right
8,left,normal
8,left,left
8,right,left
8,right,left
8,right,right
8,left,right
8,right,right
8,left,right
8,left,normal
8,right,normal
8,right,right
8,right,left
8,left,right
8,left,right
8,right,left
8,left,left
8,left,right
8,left,normal
8,right,left
8,left,right
8,right,right
8,right,right
8,left,right
8,left,right
9,left,left
9,right,normal
9,right,left
9,right,normal
9,right,normal
9,right,left
9,left,normal
9,right,normal
9,left,right
9,left,left
9,left,right
9,right,normal
9,right,left
9,left,normal
9,right,left
9,right,normal
9,right,right
9,right,left
9,right,left
9,right,normal
9,left,left
9,right,right
9,right,right
9,left,normal
9,right,right
9,left,left
9,left,left
9,left,right
9,right,normal
9,left,left
9,left,normal
9,left,normal
9,right,right
9,left,right
9,right,left
9,right,normal
9,right,left
9,left,left
9,left,normal
9,right,normal
9,left,left
9,right,right
9,left,right
9,right,right
9,left,normal
9,left,left
9,left,right
9,right,left
9,right,right
9,left,right
9,right,right
9,left,normal
9,right,normal
9,left,normal
9,left,right
9,left,left
9,right,right
9,right,left
9,right,right
9,right,left
9,left,left
9,left,right
9,left,normal
9,right,left
9,left,normal
9,left,right
9,right,left
9,right,left
9,left,normal
9,left,right
9,right,normal
9,left,normal
9,left,left
9,right,normal
9,left,right
9,left,normal
9,right,right
9,right,right
9,right,left
9,right,normal
9,right,left
9,right,right
9,left,left
9,left,normal
9,right,normal
9,left,normal
9,left,left
9,right,right
9,left,left
9,left,left
9,left,right
9,left,normal
9,left,right
9,left,left
9,left,right
9,left,normal
9,right,left
9,right,normal
9,right,normal
9,right,left
9,right,normal
9,left,left
9,right,left
9,right,left
9,left,right
9,left,left
9,left,normal
9,right,left
9,right,right
9,right,right
9,left,left
9,left,normal
9,right,right
9,right,right
9,right,left
9,left,right
9,left,normal
9,right,normal
9,left,normal
9,right,normal
9,left,right
9,right,normal
9,right,left
9,right,left
9,right,left
9,left,normal
9,left,left
9,left,normal
9,right,left
9,left,right
9,left,normal
9,right,right
9,right,left
9,right,right
9,right,left
9,left,right
9,right,normal
9,right,left
9,right,right
9,right,right
9,left,right
9,right,right
9,left,right
9,left,normal
9,right,right
9,left,right
9,right,left
9,left,right
9,left,normal
9,left,normal
9,left,right
9,left,left
9,right,right
9,left,normal
9,right,normal
9,right,normal
9,right,normal
9,right,normal
9,left,right
9,right,right
9,left,left
9,right,right
9,right,left
9,left,left
9,left,right
9,left,left
9,right,right
9,left,right
9,left,left
9,left,right
9,left,normal
9,left,left
9,left,right
9,left,normal
9,right,normal
9,right,right
9,left,normal
9,right,right
9,right,left
9,left,left
9,left,left
9,right,right
9,left,right
9,left,right
9,left,left
9,right,normal
9,left,normal
9,left,normal
9,right,right
9,right,left
9,right,right
9,left,normal
9,right,normal
9,right,left
9,right,right
9,left,normal
9,right,normal
9,right,normal
9,left,normal
9,left,right
9,left,left
9,right,left
9,left,left
9,left,left
9,right,right
9,left,right
9,left,normal
9,right,normal
9,left,normal
9,right,normal
9,right,normal
9,left,right
9,left,normal
9,right,normal
9,left,right
9,left,normal
9,right,right
9,left,left
9,left,left
9,right,left
9,left,normal
9,right,right
9,left,right
9,right,left
9,left,left
9,right,right
9,left,right
9,right,left
9,right,left
9,right,left
9,left,normal
9,left,right
9,right,left
9,right,right
9,left,left
9,right,right
9,right,normal
9,right,normal
9,right,normal
9,right,right
9,right,normal
9,left,left
9,right,left
9,right,right
9,left,left
9,right,normal
9,right,left
9,left,right
9,right,normal
9,right,right
9,right,normal
9,right,normal
9,left,normal
9,right,normal
9,left,right
9,left,right
9,left,left
9,left,right
9,left,normal
9,left,left
9,right,left
9,left,normal
9,left,left
9,left,right
9,left,left
9,left,normal
9,right,left
9,left,left
9,left,left
9,left,left
9,right,left
9,left,left
9,right,left
9,left,right
9,right,left
9,left,left
9,left,normal
9,left,right
9,right,normal
9,left,right
9,right,right
9,right,normal
9,right,normal
9,right,right
9,left,right
9,right,right
9,right,normal
9,right,right
10,left,left
10,left,left
10,left,normal
10,left,right
10,right,normal
10,left,normal
10,right,left
10,left,left
10,right,right
10,left,left
10,right,normal
10,left,normal
10,left,normal
10,right,normal
10,left,left
10,right,normal
10,right,normal
10,right,normal
10,left,normal
10,right,right
10,right,right
10,right,left
10,right,normal
10,left,right
10,right,right
10,left,right
10,left,normal
10,left,left
10,right,normal
10,left,right
10,left,right
10,right,normal
10,left,right
10,left,right
10,left,normal
10,left,left
10,right,normal
10,left,right
10,right,normal
10,right,normal
10,right,normal
10,left,right
10,left,left
10,right,normal
10,right,right
10,right,right
10,right,right
10,left,normal
10,left,left
10,right,normal
10,left,right
10,left,left
10,right,left
10,right,right
10,right,right
10,left,normal
10,left,right
10,left,right
10,right,left
10,left,normal
10,left,normal
10,left,right
10,left,normal
10,left,normal
10,right,right
10,left,normal
10,left,normal
10,right,normal
10,left,left
10,left,normal
10,right,normal
10,right,normal
10,left,left
10,right,normal
10,left,left
10,left,right
10,left,right
10,right,right
10,left,normal
10,right,left
10,left,normal
10,right,left
10,right,left
10,left,left
10,left,right
10,left,right
10,right,normal
10,left,normal
10,right,left
10,right,right
10,left,left
10,left,right
10,right,normal
10,right,left
10,right,normal
10,left,normal
10,left,right
10,left,right
10,right,normal
10,right,right
10,left,left
10,right,normal
10,left,normal
10,right,left
10,right,right
10,right,right
10,right,right
10,right,right
10,left,left
10,right,normal
10,left,left
10,right,normal
10,right,normal
10,right,normal
10,left,left
10,right,left
10,right,left
10,left,left
10,left,right
10,right,right
10,right,right
10,right,left
10,right,right
10,left,normal
10,right,left
10,right,right
10,right,right
10,left,right
10,left,left
10,right,normal
10,right,normal
10,left,normal
10,right,normal
10,right,normal
10,right,right
10,right,normal
10,left,right
10,left,right
10,right,right
10,right,right
10,right,normal
10,right,right
10,left,right
10,left,right
10,right,left
10,right,left
10,left,left
10,left,left
10,right,right
10,left,normal
10,left,normal
10,right,left
10,right,left
10,right,right
10,left,left
10,left,left
10,right,left
10,right,left
10,right,right
10,left,normal
10,right,left
10,right,normal
10,left,right
10,left,normal
10,right,right
10,right,right
10,right,right
10,left,normal
10,left,right
10,left,left
10,right,left
10,left,right
10,right,left
10,right,left
10,left,normal
10,left,normal
10,right,right
10,left,right
10,right,left
10,left,left
10,right,right
10,left,left
10,left,right
10,left,left
10,left,right
10,left,right
10,left,left
10,left,normal
10,left,normal
10,left,right
10,left,right
10,right,left
10,left,left
10,left,left
10,right,right
10,left,normal
10,left,left
10,right,normal
10,right,normal
10,left,normal
10,left,left
10,left,normal
10,right,normal
10,left,normal
10,right,left
10,right,normal
10,left,right
10,right,left
10,left,right
10,left,right
10,right,right
10,right,left
10,left,right
10,left,normal
10,left,left
10,left,right
10,left,normal
10,right,left
10,right,left
10,left,normal
10,right,left
10,left,left
10,right,right
10,left,right
10,right,right
10,right,left
10,left,left
10,right,right
10,right,right
10,left,left
10,right,normal
10,right,right
10,right,left
10,left,left
10,right,right
10,right,left
10,right,normal
10,left,normal
10,right,left
10,left,right
10,left,left
10,right,normal
10,right,left
10,right,left
10,left,normal
10,left,left
10,right,left
10,left,left
10,right,left
10,right,left
10,right,left
10,left,right
10,right,left
10,left,left
10,left,normal
10,left,left
10,left,left
10,right,left
10,left,normal
10,right,right
10,right,left
10,left,left
10,right,normal
10,left,left
10,left,right
10,right,normal
10,right,right
10,right,normal
10,right,right
10,left,normal
10,right,left
10,right,right
10,right,normal
10,left,right
10,left,right
10,left,left
10,right,right
10,right,left
10,left,right
10,right,right
10,right,left
10,left,normal
10,right,normal
10,left,normal
10,left,right
10,right,normal
10,left,normal
10,left,normal
11,right,right
11,left,right
11,left,left
11,left,right
11,right,normal
11,left,normal
11,left,right
11,right,right
11,right,right
11,left,left
11,left,left
11,right,right
11,right,left
11,right,left
11,left,left
11,left,right
11,right,left
11,right,right
11,right,right
11,right,normal
11,right,normal
11,right,left
11,right,left
11,left,right
11,left,right
11,left,right
11,right,right
11,left,left
11,left,left
11,right,normal
11,left,normal
11,right,left
11,left,left
11,right,right
11,right,normal
11,left,left
11,right,right
11,right,right
11,right,right
11,left,right
11,right,left
11,right,left
11,left,normal
11,left,normal
11,left,right
11,left,right
11,left,normal
11,right,normal
11,right,right
11,right,right
11,right,right
11,right,right
11,right,left
11,right,right
11,left,normal
11,right,normal
11,left,normal
11,right,left
11,left,left
11,left,left
11,left,left
11,right,normal
11,right,left
11,right,normal
11,right,left
11,left,normal
11,left,left
11,right,normal
11,left,left
11,left,right
11,left,normal
11,left,right
11,left,left
11,left,normal
11,right,right
11,right,normal
11,right,normal
11,right,normal
11,left,left
11,left,left
11,right,left
11,right,right
11,right,normal
11,right,normal
11,right,left
11,left,right
11,left,normal
11,right,normal
11,left,right
11,right,right
11,left,left
11,left,right
11,right,left
11,right,left
11,right,right
11,right,right
11,right,left
11,left,right
11,right,right
11,right,normal
11,left,normal
11,left,right
11,right,left
11,right,right
11,right,normal
11,right,normal
11,left,left
11,left,right
11,right,right
11,left,right
11,right,right
11,right,left
11,right,left
11,right,normal
11,left,right
11,left,normal
11,right,right
11,right,normal
11,right,left
11,right,left
11,left,right
11,left,left
11,right,right
11,left,normal
11,right,normal
11,right,normal
11,left,left
11,right,right
11,left,left
11,right,right
11,left,normal
11,right,left
11,right,left
11,right,left
11,right,right
11,left,right
11,left,normal
11,right,normal
11,right,left
11,left,right
11,right,right
11,right,normal
11,left,normal
11,right,left
11,right,left
11,left,left
11,left,left
11,left,left
11,left,right
11,right,right
11,left,normal
11,right,normal
11,right,right
11,left,left
11,right,left
11,left,left
11,left,normal
11,right,normal
11,left,left
11,left,normal
11,left,right
11,right,left
11,left,right
11,right,left
11,right,right
11,left,normal
11,left,left
11,right,left
11,right,normal
11,left,left
11,right,right
11,left,normal
11,right,left
11,right,left
11,right,left
11,right,right
11,left,normal
11,left,normal
11,left,right
11,left,normal
11,left,left
11,left,normal
11,left,normal
11,right,left
11,left,right
11,right,left
11,left,normal
11,right,right
11,right,normal
11,right,normal
11,left,left
11,left,left
11,left,right
11,left,normal
11,left,right
11,right,normal
11,left,left
11,left,left
11,left,right
11,left,normal
11,left,left
11,left,right
11,right,normal
11,left,normal
11,right,left
11,right,normal
11,left,right
11,left,normal
11,left,normal
11,right,left
11,right,normal
11,right,left
11,right,left
11,right,right
11,left,right
11,left,normal
11,right,right
11,left,right
11,right,right
11,right,left
11,left,normal
11,right,normal
11,left,normal
11,right,left
11,right,left
11,right,right
11,left,left
11,left,normal
11,right,normal
11,left,left
11,left,right
11,left,right
11,left,left
11,left,normal
11,left,left
11,left,right
11,right,normal
11,left,right
11,right,normal
11,right,right
11,left,normal
11,left,normal
11,right,right
11,left,left
11,left,normal
11,right,right
11,right,left
11,left,right
11,right,right
11,left,right
11,left,right
11,left,left
11,right,normal
11,left,right
11,left,right
11,right,left
11,left,right
11,left,normal
11,left,left
11,left,left
11,left,left
11,right,normal
11,right,right
11,right,left
11,right,normal
11,left,left
11,left,normal
11,right,right
11,left,left
11,left,normal
11,right,normal
11,left,normal
11,right,normal
11,right,normal
11,left,normal
11,left,right
11,right,normal
11,left,normal
11,left,right
11,left,left
11,right,right
11,right,normal
11,right,normal
11,left,normal
11,right,normal
11,left,left
11,right,left
11,left,right
12,left,right
12,right,right
12,left,right
12,right,right
12,right,normal
12,left,normal
12,left,left
12,left,normal
12,right,left
12,left,normal
12,right,normal
12,right,left
12,left,normal
12,left,left
12,left,right
12,right,normal
12,left,right
12,left,normal
12,left,left
12,right,normal
12,left,left
12,right,right
12,left,right
12,right,right
12,right,left
12,right,normal
12,left,right
12,left,right
12,right,normal
12,right,normal
12,right,left
12,left,normal
12,right,normal
12,left,normal
12,left,normal
12,right,normal
12,right,right
12,left,right
12,right,left
12,left,normal
12,left,right
12,right,normal
12,left,right
12,left,normal
12,left,right
12,left,right
12,right,normal
12,right,normal
12,right,left
12,right,normal
12,right,normal
12,left,left
12,right,right
12,right,right
12,right,right
12,left,left
12,right,normal
12,left,left
12,left,normal
12,right,right
12,left,right
12,left,right
12,left,left
12,left,left
12,left,right
12,left,left
12,left,right
12,left,normal
12,left,left
12,right,left
12,right,left
12,left,left
12,right,left
12,right,normal
12,right,normal
12,left,left
12,left,left
12,right,left
12,right,left
12,right,left
12,right,right
12,right,right
12,right,right
12,right,left
12,right,right
12,right,normal
12,left,normal
12,right,left
12,right,left
12,left,left
12,right,right
12,left,right
12,right,left
12,right,right
12,left,normal
12,right,normal
12,left,right
12,right,left
12,right,normal
12,right,normal
12,right,left
12,left,right
12,left,right
12,right,right
12,right,normal
12,left,normal
12,left,right
12,left,normal
12,left,left
12,left,normal
12,right,normal
12,left,right
12,left,normal
12,right,normal
12,left,left
12,right,right
12,left,left
12,left,left
12,left,left
12,right,normal
12,right,right
12,right,left
12,right,right
12,left,normal
12,right,left
12,right,normal
12,right,left
12,right,left
12,right,left
12,left,normal
12,left,normal
12,left,left
12,left,normal
12,left,normal
12,left,right
12,right,right
12,right,normal
12,right,left
12,left,left
12,right,right
12,left,normal
12,right,normal
12,right,left
12,left,right
12,right,normal
12,right,left
12,right,right
12,right,left
12,left,normal
12,right,right
12,right,right
12,right,right
12,left,left
12,left,right
12,right,normal
12,left,normal
12,right,normal
12,left,normal
12,right,right
12,right,left
12,right,normal
12,left,left
12,right,right
12,left,right
12,left,normal
12,left,left
12,left,left
12,left,normal
12,left,left
12,right,right
12,left,normal
12,right,right
12,left,left
12,left,normal
12,left,left
12,left,right
12,right,left
12,left,normal
12,right,normal
12,right,right
12,right,left
12,right,right
12,left,normal
12,left,normal
12,right,left
12,right,left
12,right,right
12,right,left
12,right,left
12,left,normal
12,left,left
12,left,left
12,left,right
12,left,right
12,left,right
12,left,normal
12,right,right
12,right,normal
12,left,right
12,left,normal
12,right,left
12,right,right
12,right,left
12,left,normal
12,right,normal
12,right,left
12,right,right
12,left,left
12,right,left
12,right,right
12,left,left
12,right,right
12,right,left
12,right,right
12,left,right
12,right,right
12,left,left
12,left,right
12,left,left
12,left,left
12,right,right
12,right,normal
12,left,right
12,left,left
12,left,left
12,left,left
12,left,normal
12,left,right
12,left,left
12,right,right
12,left,right
12,right,left
12,right,right
12,right,left
12,left,normal
12,right,left
12,right,normal
12,left,right
12,left,right
12,right,left
12,right,left
12,right,normal
12,right,normal
12,left,right
12,left,normal
12,left,normal
12,right,right
12,left,left
12,left,right
12,left,left
12,left,right
12,left,normal
12,left,normal
12,right,right
12,right,normal
12,left,left
12,right,left
12,right,right
12,right,left
12,left,left
12,left,right
12,right,right
12,left,right
12,right,normal
12,left,normal
12,right,right
12,left,left
12,left,right
12,right,left
12,left,left
12,right,normal
12,left,normal
12,left,normal
12,right,left
12,right,normal
12,right,normal
12,left,left
12,right,normal
12,left,right
12,right,normal
12,left,right
12,left,right
12,left,normal
12,right,normal
12,right,right
12,left,right
12,left,left
12,right,normal
13,right,normal
13,right,left
13,left,left
13,left,right
13,right,right
13,left,normal
13,right,normal
13,right,left
13,left,normal
13,right,normal
13,left,right
13,right,right
13,left,right
13,left,normal
13,right,left
13,right,right
13,left,right
13,left,left
13,right,left
13,left,right
13,left,left
13,right,left
13,left,right
13,left,left
13,right,left
13,right,normal
13,right,right
13,right,left
13,left,right
13,left,normal
13,left,left
13,right,right
13,right,right
13,right,right
13,left,left
13,right,normal
13,left,right
13,right,left
13,right,left
13,left,left
13,left,left
13,left,left
13,right,left
13,right,left
13,left,right
13,left,normal
13,left,left
13,right,right
13,left,left
13,right,normal
13,right,normal
13,right,left
13,left,left
13,left,right
13,right,normal
13,left,left
13,left,normal
13,left,right
13,left,left
13,right,right
13,right,normal
13,left,left
13,right,normal
13,left,right
13,right,right
13,left,normal
13,left,normal
13,left,left
13,left,normal
13,right,left
13,left,right
13,right,normal
13,right,normal
13,right,normal
13,right,normal
13,left,left
13,right,right
13,left,left
13,right,left
13,right,left
13,right,right
13,left,left
13,right,left
13,right,right
13,left,right
13,left,normal
13,left,left
13,right,left
13,right,normal
13,right,normal
13,right,right
13,left,normal
13,left,right
13,left,right
13,right,right
13,left,normal
13,right,left
13,right,right
13,left,right
13,right,normal
13,right,normal
13,left,left
13,left,normal
13,left,left
13,left,left
13,right,left
13,left,left
13,right,right
13,right,normal
13,left,left
13,right,left
13,left,normal
13,right,right
13,left,right
13,left,right
13,left,normal
13,left,right
13,left,normal
13,left,right
13,left,left
13,right,right
13,left,left
13,right,normal
13,left,right
13,left,left
13,left,right
13,right,normal
13,right,normal
13,right,right
13,right,right
13,right,normal
13,right,right
13,left,normal
13,left,right
13,right,normal
13,right,normal
13,right,right
13,right,right
13,right,normal
13,right,normal
13,right,normal
13,left,left
13,left,right
13,right,normal
13,right,left
13,right,normal
13,left,normal
13,right,left
13,left,normal
13,right,right
13,left,normal
13,left,normal
13,right,normal
13,left,normal
13,left,right
13,right,right
13,left,left
13,right,normal
13,left,normal
13,right,left
13,left,normal
13,left,normal
13,right,left
13,left,normal
13,left,normal
13,left,right
13,right,left
13,right,normal
13,left,normal
13,left,right
13,left,right
13,right,right
13,left,normal
13,left,left
13,right,left
13,left,right
13,left,normal
13,left,normal
13,right,left
13,right,normal
13,right,left
13,right,left
13,left,right
13,left,left
13,right,normal
13,right,left
13,right,normal
13,right,left
13,right,right
13,right,left
13,left,right
13,right,right
13,left,right
13,left,normal
13,left,right
13,right,right
13,left,left
13,left,left
13,left,normal
13,right,left
13,left,right
13,left,normal
13,right,left
13,left,left
13,right,normal
13,left,right
13,left,right
13,left,left
13,right,right
13,right,right
13,right,right
13,right,left
13,right,normal
13,left,left
13,left,left
13,right,left
13,right,left
13,right,left
13,right,normal
13,right,left
13,right,right
13,right,normal
13,left,normal
13,left,right
13,left,normal
13,right,normal
13,left,right
13,left,right
13,right,right
13,left,left
13,left,right
13,right,left
13,left,left
13,right,right
13,left,right
13,right,right
13,right,normal
13,left,normal
13,right,right
13,left,left
13,right,normal
13,right,left
13,left,left
13,left,left
13,left,normal
13,right,normal
13,right,right
13,right,right
13,left,normal
13,left,left
13,right,left
13,right,right
13,left,left
13,right,normal
13,left,left
13,right,left
13,right,left
13,right,normal
13,left,normal
13,right,right
13,right,right
13,right,right
13,left,right
13,left,normal
13,left,left
13,right,right
13,left,normal
13,left,normal
13,right,right
13,left,right
13,right,left
13,right,left
13,right,left
13,left,left
13,left,right
13,right,left
13,right,right
13,left,normal
13,right,normal
13,left,normal
13,left,normal
13,left,normal
13,left,right
13,left,normal
13,left,right
13,right,normal
13,right,right
13,left,right
14,right,left
14,left,left
14,right,left
14,right,right
14,left,right
14,right,left
14,right,normal
14,left,normal
14,left,normal
14,left,right
14,left,normal
14,right,right
14,left,right
14,right,normal
14,left,normal
14,left,left
14,right,normal
14,right,right
14,right,normal
14,left,normal
14,left,right
14,left,left
14,right,right
14,left,normal
14,left,right
14,left,right
14,left,right
14,right,right
14,right,normal
14,right,normal
14,right,normal
14,left,left
14,left,normal
14,left,left
14,right,left
14,left,left
14,right,left
14,right,left
14,left,right
14,right,left
14,left,right
14,right,right
14,right,normal
14,right,left
14,left,normal
14,left,right
14,right,right
14,right,right
14,right,left
14,right,normal
14,left,left
14,left,right
14,left,right
14,left,right
14,right,normal
14,right,left
14,left,normal
14,left,right
14,right,right
14,left,normal
14,left,normal
14,left,normal
14,left,left
14,left,right
14,left,right
14,left,normal
14,right,right
14,left,normal
14,left,normal
14,left,normal
14,left,normal
14,left,normal
14,left,normal
14,right,left
14,right,right
14,right,right
14,right,normal
14,right,normal
14,right,left
14,right,right
14,right,left
14,left,right
14,right,right
14,right,normal
14,left,normal
14,right,right
14,left,normal
14,left,left
14,left,right
14,right,right
14,left,right
14,left,right
14,right,normal
14,right,normal
14,left,normal
14,right,right
14,right,normal
14,left,right
14,right,left
14,left,right
14,left,normal
14,left,left
14,left,left
14,left,normal
14,left,right
14,right,normal
14,right,left
14,left,left
14,left,left
14,left,left
14,right,right
14,right,normal
14,right,right
14,left,left
14,right,normal
14,right,right
14,right,left
14,left,left
14,right,left
14,right,right
14,left,left
14,left,normal
14,right,normal
14,left,normal
14,left,right
14,right,normal
14,right,left
14,right,left
14,right,left
14,left,left
14,left,normal
14,right,left
14,left,right
14,left,left
14,right,left
14,left,normal
14,right,right
14,left,normal
14,right,right
14,left,left
14,left,left
14,left,right
14,right,right
14,left,left
14,right,left
14,right,normal
14,left,normal
14,left,right
14,left,right
14,left,normal
14,left,right
14,left,normal
14,left,left
14,right,normal
14,right,normal
14,right,right
14,left,normal
14,right,right
14,left,right
14,right,left
14,right,normal
14,right,right
14,right,left
14,left,left
14,left,left
14,left,right
14,right,normal
14,right,left
14,right,normal
14,right,right
14,left,right
14,right,right
14,left,normal
14,right,normal
14,left,left
14,right,normal
14,left,right
14,right,normal
14,right,right
14,left,left
14,right,normal
14,left,left
14,left,normal
14,right,right
14,left,right
14,right,left
14,right,right
14,left,right
14,right,normal
14,left,left
14,left,left
14,right,right
14,left,right
14,right,normal
14,right,right
14,left,left
14,left,normal
14,right,right
14,right,normal
14,left,left
14,right,left
14,left,right
14,right,left
14,right,normal
14,left,normal
14,left,right
14,right,right
14,left,left
14,left,left
14,left,left
14,left,normal
14,right,left
14,left,right
14,right,normal
14,right,right
14,left,right
14,left,left
14,left,normal
14,left,left
14,left,left
14,right,left
14,right,right
14,right,left
14,right,right
14,left,normal
14,left,right
14,right,left
14,right,right
14,left,left
14,right,right
14,right,left
14,left,normal
14,right,right
14,right,normal
14,right,normal
14,right,left
14,right,normal
14,right,right
14,right,left
14,left,left
14,right,left
14,left,left
14,right,normal
14,left,left
14,right,right
14,right,left
14,left,right
14,left,left
14,right,left
14,right,normal
14,right,normal
14,left,normal
14,left,right
14,right,right
14,right,right
14,right,left
14,left,right
14,left,left
14,right,left
14,right,left
14,left,right
14,right,right
14,right,left
14,left,left
14,left,normal
14,left,normal
14,right,normal
14,right,normal
14,left,right
14,right,left
14,left,normal
14,right,left
14,left,left
14,left,right
14,right,normal
14,right,normal
14,left,left
14,right,left
14,right,right
14,right,normal
14,right,left
14,right,normal
14,right,left
14,left,right
14,left,normal
14,left,normal
14,left,normal
14,left,left
15,left,right
15,right,left
15,right,right
15,right,left
15,right,normal
15,left,left
15,left,left
15,left,normal
15,right,normal
15,left,left
15,left,left
15,left,left
15,left,normal
15,right,left
15,right,normal
15,left,left
15,right,normal
15,left,left
15,right,normal
15,right,normal
15,left,normal
15,left,right
15,left,right
15,left,normal
15,left,left
15,left,right
15,right,left
15,right,left
15,left,normal
15,left,normal
15,right,normal
15,left,right
15,left,right
15,right,left
15,left,left
15,right,right
15,right,left
15,right,right
15,left,left
15,right,normal
15,left,normal
15,left,normal
15,right,left
15,left,right
15,right,normal
15,right,right
15,right,left
15,left,normal
15,left,right
15,right,right
15,right,right
15,left,left
15,left,left
15,left,right
15,right,left
15,left,right
15,right,normal
15,left,right
15,right,right
15,left,left
15,left,left
15,right,right
15,left,right
15,right,left
15,right,left
15,right,normal
15,left,right
15,left,right
15,left,normal
15,left,normal
15,left,left
15,right,right
15,right,normal
15,right,right
15,left,normal
15,right,left
15,right,normal
15,left,normal
15,right,normal
15,left,normal
15,left,left
15,left,right
15,left,right
15,right,right
15,left,normal
15,right,normal
15,left,normal
15,left,right
15,right,normal
15,right,right
15,right,left
15,right,normal
15,right,normal
15,left,left
15,right,left
15,left,left
15,right,right
15,right,left
15,right,left
15,right,left
15,left,normal
15,right,right
15,right,right
15,right,normal
15,right,right
15,right,left
15,right,normal
15,right,right
15,left,normal
15,right,right
15,left,normal
15,right,normal
15,left,right
15,left,normal
15,left,left
15,left,left
15,right,left
15,left,left
15,right,right
15,left,right
15,right,left
15,right,normal
15,left,normal
15,left,normal
15,left,normal
15,right,right
15,left,left
15,right,normal
15,right,normal
15,left,normal
15,left,left
15,left,right
15,right,right
15,right,right
15,left,right
15,left,left
15,right,right
15,right,left
15,right,left
15,left,left
15,left,left
15,right,right
15,right,normal
15,right,left
15,right,left
15,left,left
15,right,left
15,right,normal
15,left,right
15,right,right
15,right,left
15,left,left
15,left,left
15,right,normal
15,right,normal
15,left,left
15,right,normal
15,right,normal
15,right,normal
15,right,left
15,right,left
15,right,left
15,left,left
15,right,left
15,right,normal
15,right,right
15,right,right
15,left,right
15,left,right
15,right,normal
15,left,left
15,right,normal
15,left,normal
15,left,right
15,left,right
15,right,right
15,left,left
15,left,normal
15,left,normal
15,left,left
15,left,normal
15,left,right
15,right,normal
15,left,right
15,right,left
15,right,left
15,right,left
15,left,right
15,right,right
15,right,left
15,right,left
15,left,normal
15,right,right
15,left,left
15,left,left
15,left,normal
15,left,normal
15,left,right
15,right,right
15,left,right
15,right,left
15,left,normal
15,right,normal
15,left,right
15,right,right
15,right,left
15,left,right
15,right,normal
15,left,left
15,right,normal
15,left,left
15,left,right
15,left,normal
15,right,left
15,right,normal
15,left,normal
15,left,right
15,left,left
15,right,normal
15,left,right
15,left,left
15,left,right
15,left,left
15,left,right
15,right,right
15,left,right
15,right,right
15,right,right
15,right,right
15,left,normal
15,left,right
15,left,normal
15,left,right
15,left,left
15,right,right
15,left,normal
15,right,right
15,left,normal
15,right,normal
15,right,right
15,right,right
15,left,normal
15,left,normal
15,right,left
15,left,right
15,right,right
15,left,left
15,right,left
15,right,right
15,right,normal
15,left,right
15,right,left
15,left,left
15,left,right
15,left,normal
15,right,normal
15,left,right
15,left,right
15,right,left
15,left,right
15,left,normal
15,left,left
15,left,normal
15,right,right
15,right,left
15,left,left
15,right,right
15,left,right
15,left,normal
15,left,normal
15,left,left
15,left,normal
15,right,left
15,left,normal
15,right,normal
15,right,normal
15,right,left
15,right,normal
15,right,left
15,right,normal
15,left,left
15,right,left
15,right,right
15,left,normal
15,right,right
15,right,right
15,right,normal
15,right,right
16,left,normal
16,right,right
16,left,right
16,left,normal
16,left,normal
16,left,normal
16,left,normal
16,left,normal
16,left,normal
16,left,right
16,left,right
16,right,left
16,left,left
16,right,right
16,right,right
16,left,normal
16,left,right
16,right,right
16,left,normal
16,left,right
16,right,left
16,right,right
16,left,left
16,right,right
16,right,normal
16,right,left
16,right,left
16,left,left
16,right,left
16,left,right
16,right,left
16,right,right
16,right,normal
16,left,right
16,right,normal
16,right,left
16,left,normal
16,left,normal
16,right,right
16,right,right
16,left,right
16,left,left
16,left,right
16,right,right
16,right,right
16,right,left
16,right,left
